Reporting_Airline,Origin,Dest,origin_windy,dest_windy,origin_rain,dest_rain,total_flights,total_delayed_flights,total_weather_delayed_flights,total_dep_delay,total_arr_delay,total_weather_delay
UA,BOS,LAX,1,0,1,1,1,1,0,40.0,19.0,0.0
WN,BNA,LAX,0,0,0,0,47,18,0,366.0,-167.0,0.0
OO,MEM,LGA,0,0,0,1,4,1,1,30.0,-23.0,16.0
NK,MHT,MCO,0,0,1,0,4,1,1,294.0,249.0,14.0
MQ,ORD,OMA,0,0,0,0,29,7,0,352.0,100.0,0.0
B6,EWR,PBI,0,0,1,0,42,18,0,297.0,392.0,0.0
OO,BUR,SLC,0,1,0,0,12,3,1,9.0,-94.0,41.0
9E,ATL,AEX,0,0,0,0,158,40,3,2440.0,1407.0,213.0
DL,ORF,ATL,1,0,0,0,20,3,0,22.0,-116.0,0.0
WN,DEN,BNA,0,0,1,0,27,18,0,740.0,957.0,0.0
WN,PVD,BWI,0,0,1,0,78,23,0,739.0,238.0,0.0
WN,MAF,DAL,0,0,1,0,12,3,0,95.0,27.0,0.0
DL,CVG,DEN,1,0,0,1,1,0,0,-5.0,-35.0,
AA,CLT,RSW,0,0,0,0,242,80,5,3787.0,3256.0,392.0
OH,BTV,DCA,0,0,0,0,59,11,0,199.0,-353.0,0.0
F9,DTW,MCO,0,1,0,0,4,0,0,-19.0,-66.0,
9E,RDU,MSP,0,0,0,0,3,0,0,-10.0,-47.0,
WN,LGA,BNA,0,0,1,1,10,4,0,80.0,-12.0,0.0
9E,MSP,CVG,0,1,0,1,3,2,0,36.0,28.0,0.0
F9,CVG,MIA,0,0,1,0,10,6,0,290.0,167.0,0.0
AA,ORD,PBI,0,1,0,0,27,12,0,344.0,387.0,0.0
DL,CVG,SLC,1,0,1,0,12,3,1,83.0,-78.0,1.0
UA,DFW,ORD,1,0,0,0,26,3,1,183.0,-56.0,158.0
AA,DFW,VPS,0,0,0,0,63,31,5,1415.0,1153.0,327.0
WN,FLL,BNA,1,0,0,0,6,2,0,14.0,-33.0,
UA,SAN,IAH,0,0,1,0,18,3,0,95.0,-91.0,0.0
OO,BOI,PHX,0,0,1,0,26,6,1,350.0,173.0,17.0
F9,DEN,LAS,0,1,0,0,9,3,0,121.0,-31.0,0.0
AA,DFW,MCI,1,0,1,0,12,10,3,541.0,572.0,60.0
AS,ANC,SEA,1,0,0,0,17,6,0,-31.0,-51.0,0.0
AA,MSY,DFW,0,1,1,0,35,20,3,2111.0,2035.0,89.0
WN,RSW,ATL,0,1,0,0,6,2,0,9.0,-5.0,0.0
WN,PDX,DEN,0,0,0,0,93,30,0,556.0,-29.0,0.0
AA,BOS,ORD,1,0,0,0,15,4,0,213.0,94.0,0.0
DL,DEN,MSP,0,1,0,0,18,6,0,60.0,14.0,0.0
UA,IAH,HNL,0,0,0,0,178,107,1,2710.0,2200.0,53.0
DL,ATL,ALB,0,0,1,1,10,5,0,96.0,64.0,0.0
WN,MCO,BUF,0,1,1,0,3,3,0,199.0,216.0,0.0
NK,MCO,EWR,0,1,1,0,7,3,0,318.0,272.0,0.0
WN,ONT,SJC,0,1,1,0,3,0,0,3.0,-20.0,
AS,LAX,SEA,0,0,1,1,23,4,0,26.0,-241.0,0.0
DL,SEA,ANC,0,0,0,1,29,8,0,56.0,-140.0,0.0
AS,SEA,PIT,0,1,0,0,19,9,0,228.0,194.0,0.0
OO,LAX,BZN,0,1,0,0,7,2,0,7.0,-59.0,0.0
OH,FAY,DFW,0,0,1,0,1,0,0,-5.0,-38.0,
WN,TPA,ISP,0,0,0,0,23,7,1,221.0,125.0,5.0
NK,BNA,LAX,0,1,1,1,1,0,0,-1.0,-31.0,
OH,PHL,MKE,0,0,1,0,5,0,0,-46.0,-113.0,
WN,ONT,SMF,0,1,1,1,2,2,0,237.0,222.0,0.0
WN,DAL,AUS,0,0,0,1,30,12,2,221.0,110.0,55.0
MQ,DFW,MOB,0,1,1,1,2,2,1,74.0,102.0,13.0
DL,SLC,SAT,0,0,1,0,18,11,1,71.0,81.0,32.0
DL,ATL,MSP,0,1,0,0,128,35,0,421.0,-635.0,0.0
B6,LAX,SLC,0,1,0,0,16,5,0,6.0,-43.0,0.0
B6,MCO,LAX,1,0,0,1,1,1,0,10.0,15.0,0.0
AA,ORD,DFW,1,1,0,0,19,7,0,219.0,175.0,0.0
OO,GPT,DFW,0,0,1,0,11,7,0,9.0,86.0,0.0
DL,IAD,DTW,0,0,1,0,9,1,0,-29.0,-139.0,
G4,SRQ,FNT,0,1,0,1,1,0,0,-8.0,-22.0,
9E,CVG,RDU,0,0,1,0,8,2,1,69.0,-12.0,31.0
UA,BOS,IAH,1,1,1,0,9,3,0,60.0,44.0,0.0
OO,DEN,MAF,0,0,0,0,16,12,0,152.0,159.0,0.0
WN,DEN,CMH,0,0,1,0,12,9,0,348.0,389.0,0.0
MQ,DFW,FWA,0,0,1,1,2,2,0,41.0,37.0,0.0
WN,BWI,AUS,1,0,1,0,14,5,0,220.0,55.0,0.0
B6,DCA,BOS,0,1,1,0,43,21,1,945.0,690.0,26.0
MQ,JAN,CLT,0,0,0,1,2,2,0,36.0,34.0,0.0
G4,MDT,SRQ,0,1,1,0,3,3,0,419.0,491.0,0.0
NK,MCO,BWI,1,0,0,1,2,0,0,-11.0,-53.0,
AA,DFW,ECP,1,0,0,0,7,5,1,326.0,298.0,3.0
UA,LIH,DEN,0,0,0,0,4,1,0,-10.0,-89.0,
DL,SLC,JAC,1,0,1,0,2,0,0,-17.0,-35.0,
WN,RSW,GRR,0,1,0,0,2,2,0,24.0,31.0,0.0
UA,LAS,IAD,0,0,1,0,3,1,0,222.0,196.0,0.0
NK,LAS,PDX,0,0,1,0,1,0,0,0.0,0.0,
UA,SEA,IAH,0,1,1,1,4,2,0,240.0,228.0,0.0
B6,RSW,BOS,0,1,1,0,12,9,0,1106.0,1011.0,0.0
F9,BWI,ATL,1,1,1,0,4,4,0,52.0,59.0,0.0
WN,CHS,BNA,1,0,1,1,3,2,1,183.0,182.0,89.0
WN,OAK,PDX,0,1,1,0,5,0,0,12.0,-47.0,
UA,ICT,DEN,1,1,0,1,1,0,0,-7.0,-10.0,
OO,MSP,HIB,1,0,1,1,3,2,0,935.0,962.0,0.0
G4,MSO,AZA,0,0,1,1,1,0,0,-18.0,-28.0,
UA,PIT,SFO,0,1,1,0,6,3,0,112.0,69.0,0.0
WN,SMF,LAS,0,1,0,0,25,7,0,1.0,-153.0,
UA,OMA,ORD,1,1,0,0,5,1,0,-47.0,-46.0,
F9,SNA,PHX,0,0,0,0,31,12,0,78.0,111.0,0.0
UA,CLT,DEN,1,0,1,0,9,2,0,15.0,-79.0,0.0
B6,BOS,MCO,1,0,1,1,7,4,0,289.0,390.0,0.0
OO,JFK,MSP,1,1,1,0,1,0,0,5.0,-30.0,
AS,STS,SEA,0,1,1,0,1,0,0,-11.0,-28.0,
G4,AVL,SFB,0,1,0,0,6,2,0,33.0,23.0,0.0
YX,HHH,DCA,1,1,1,0,1,1,0,90.0,75.0,0.0
OH,ALB,DCA,0,1,1,0,18,4,2,256.0,284.0,170.0
AA,EWR,CLT,0,1,0,0,14,3,0,1350.0,1247.0,0.0
OO,PLN,DTW,1,1,1,1,1,1,0,-6.0,22.0,0.0
DL,DTW,HNL,1,0,1,0,7,2,0,1.0,-48.0,0.0
UA,BTV,ORD,0,0,0,0,66,25,0,114.0,270.0,0.0
OO,FSD,MSP,1,1,1,1,2,1,0,6.0,-7.0,
WN,MKE,MCI,1,0,0,0,2,0,0,-4.0,-17.0,
WN,PHL,DEN,0,1,0,0,16,4,0,54.0,-69.0,0.0
MQ,DFW,MSO,0,1,0,0,3,2,0,-8.0,11.0,0.0
WN,ECP,DAL,1,0,1,0,7,4,0,132.0,102.0,0.0
OH,PIA,CLT,0,1,1,0,2,2,0,32.0,38.0,0.0
NK,BWI,MYR,0,0,0,0,21,2,0,-39.0,-239.0,0.0
AA,CLT,DFW,0,0,0,1,17,12,0,478.0,590.0,0.0
OO,ICT,ORD,0,0,1,1,5,3,0,169.0,120.0,0.0
AA,DCA,VPS,0,0,0,0,11,2,0,-2.0,-118.0,0.0
MQ,FAR,ORD,0,0,1,1,2,2,0,-9.0,6.0,
UA,TVC,ORD,0,0,1,1,4,1,0,-20.0,-10.0,0.0
DL,JFK,SJU,0,1,0,1,8,1,0,22.0,-94.0,0.0
AA,OGG,DFW,1,1,0,0,2,0,0,-15.0,-50.0,
NK,IAH,DTW,0,0,1,1,2,1,1,70.0,151.0,9.0
AS,ORD,PDX,0,0,1,0,20,10,0,174.0,172.0,0.0
B6,LAX,SLC,1,1,0,0,1,0,0,-11.0,-25.0,
AS,SEA,BOI,1,0,0,0,9,5,0,95.0,87.0,0.0
AA,CLT,MEM,0,1,0,1,6,3,0,183.0,163.0,0.0
WN,ISP,BWI,0,1,1,1,5,2,0,37.0,6.0,0.0
WN,SAV,BWI,0,1,1,1,2,1,0,83.0,67.0,0.0
WN,BWI,HOU,1,1,0,0,3,2,0,222.0,216.0,0.0
9E,LGA,MSN,0,0,0,0,9,1,0,17.0,-74.0,0.0
WN,OAK,DAL,0,1,0,1,1,1,0,2.0,13.0,
NK,SAT,EWR,0,0,0,1,3,1,0,5.0,-46.0,
UA,IND,IAH,0,0,1,0,31,12,1,164.0,61.0,19.0
OH,MGM,DFW,0,1,0,1,2,1,1,172.0,179.0,176.0
DL,STL,MSP,0,1,1,0,6,1,0,-45.0,-64.0,
YX,CLE,JFK,0,1,0,0,17,0,0,-75.0,-342.0,
AS,ORD,ANC,0,0,0,0,41,23,2,502.0,409.0,55.0
WN,MDW,GRR,0,1,1,0,4,3,0,108.0,127.0,0.0
YX,ACK,LGA,0,0,0,1,9,6,0,368.0,445.0,0.0
MQ,DFW,FWA,1,0,1,0,5,3,3,176.0,126.0,35.0
AS,PDX,BOS,0,0,1,0,12,4,0,29.0,-30.0,0.0
NK,BOS,ORD,0,0,0,0,33,8,0,-107.0,-334.0,0.0
G4,MFE,SFB,0,0,0,0,26,12,1,409.0,340.0,35.0
OO,AUS,RDU,0,1,0,0,9,6,1,140.0,159.0,16.0
G4,RAP,LAS,0,0,0,0,3,2,0,119.0,145.0,0.0
DL,BIS,MSP,0,0,1,1,3,0,0,-4.0,-43.0,
WN,RSW,PIT,0,0,1,0,11,4,0,557.0,497.0,0.0
WN,ORF,MDW,1,0,1,0,6,2,0,30.0,-47.0,
OO,APN,DTW,0,1,1,1,6,3,3,669.0,666.0,676.0
WN,TPA,PHX,0,0,0,1,3,1,0,-3.0,-17.0,
DL,SFO,BOS,1,1,0,0,19,2,0,28.0,-394.0,
WN,MSP,BWI,1,0,1,0,9,5,0,10.0,18.0,0.0
OO,ICT,DEN,1,1,0,0,5,3,0,1139.0,1103.0,0.0
OO,COS,DEN,0,1,1,0,8,1,0,-16.0,-130.0,0.0
B6,MKE,BOS,0,0,1,1,1,0,0,-6.0,-14.0,
WN,DAL,PHL,0,0,0,0,3,2,0,42.0,-10.0,
WN,ATL,STL,0,0,1,1,11,5,0,305.0,225.0,0.0
WN,MSY,DCA,0,0,0,1,21,5,1,85.0,-22.0,36.0
OH,PHL,BDL,0,0,0,1,4,1,0,3.0,-19.0,0.0
DL,BOS,MSP,0,0,1,1,3,1,0,2.0,-32.0,
MQ,MSY,DCA,0,0,1,0,8,1,0,44.0,-31.0,0.0
WN,HOU,SJU,0,1,1,0,7,7,0,134.0,139.0,0.0
OO,COS,DEN,0,1,1,1,5,3,1,172.0,148.0,99.0
OO,SIT,SEA,0,0,0,0,8,3,1,395.0,381.0,387.0
OO,ORD,ELP,0,0,0,1,1,1,0,42.0,26.0,0.0
DL,DTW,PVD,0,0,0,0,5,2,0,361.0,334.0,0.0
WN,OGG,PHX,1,0,0,0,20,3,0,5.0,-218.0,0.0
MQ,BHM,DFW,0,1,0,0,34,9,1,101.0,-47.0,23.0
OO,SFO,TUS,0,1,0,0,7,2,0,169.0,103.0,0.0
YX,DTW,ORD,0,0,0,0,36,10,0,393.0,154.0,0.0
MQ,ORD,BGR,0,0,0,0,18,7,0,39.0,4.0,0.0
UA,CMH,SFO,0,0,1,0,7,3,0,85.0,24.0,0.0
DL,MCO,LGA,0,0,1,1,6,2,0,602.0,611.0,0.0
G4,PIE,FWA,1,0,1,0,2,0,0,-2.0,-23.0,
F9,MCO,PWM,1,0,0,1,1,0,0,-4.0,-13.0,
AA,PVD,CLT,0,1,0,1,11,7,1,221.0,210.0,31.0
F9,PHL,MYR,0,1,0,1,4,4,0,137.0,246.0,0.0
YX,IAD,CLE,1,1,1,0,1,0,0,-6.0,-16.0,
OH,HPN,DCA,1,1,0,1,1,1,0,50.0,105.0,0.0
MQ,AVP,ORD,0,1,1,1,3,1,0,141.0,111.0,0.0
WN,MSP,MDW,1,0,0,0,6,2,0,53.0,30.0,0.0
OO,MCI,MSP,0,0,1,0,4,1,1,-17.0,7.0,4.0
WN,DAL,OAK,0,0,1,0,15,7,1,598.0,396.0,13.0
WN,HOU,PHX,1,1,0,0,3,1,0,-7.0,-8.0,
F9,TPA,ATL,0,0,0,1,15,7,0,32.0,79.0,0.0
OO,AUS,BNA,0,1,0,0,11,4,1,8.0,31.0,27.0
YX,DCA,CHS,1,0,0,0,1,0,0,-9.0,-3.0,
YX,DCA,JAX,1,0,0,0,1,0,0,-7.0,-7.0,
NK,MSY,BNA,0,0,0,0,28,6,0,35.0,-36.0,0.0
OO,EVV,DFW,0,1,0,0,3,0,0,-12.0,-41.0,
YX,LGA,STL,0,0,1,1,5,1,0,-42.0,-59.0,
AA,BNA,DFW,1,0,1,0,12,6,1,236.0,123.0,32.0
OO,DTW,MSN,0,1,1,0,4,3,0,38.0,39.0,0.0
AA,PHL,IND,0,0,0,1,5,2,0,91.0,61.0,0.0
G4,SGF,PIE,0,0,0,1,2,2,0,125.0,160.0,0.0
UA,ORD,ALB,0,1,1,0,2,0,0,-11.0,-21.0,
YX,ORD,MSN,1,1,1,0,1,0,0,-8.0,-19.0,
AS,PDX,HNL,0,0,1,0,13,5,0,56.0,40.0,0.0
WN,GEG,OAK,1,0,0,0,10,4,0,116.0,41.0,0.0
AS,SEA,DAL,1,0,0,0,1,1,0,-3.0,2.0,
AA,SEA,CLT,0,1,1,0,7,2,0,23.0,-25.0,0.0
OO,DEN,IDA,0,0,1,0,17,11,0,388.0,348.0,0.0
OO,ORD,FOD,0,0,1,1,2,1,1,153.0,126.0,150.0
WN,MKE,STL,1,1,1,1,1,1,0,55.0,58.0,0.0
OH,CLT,FWA,0,0,0,0,15,5,0,128.0,88.0,0.0
WN,BZN,DEN,0,1,0,1,8,5,0,119.0,140.0,0.0
UA,GUM,SPN,0,0,0,0,4,1,0,-2.0,-9.0,
OO,SLC,EKO,0,0,1,0,7,0,0,-36.0,-146.0,
DL,SLC,LAX,1,1,1,0,3,2,0,30.0,48.0,0.0
DL,SLC,SEA,1,1,1,0,1,0,0,-3.0,-10.0,
OH,CLT,FWA,0,0,0,1,2,2,0,9.0,28.0,0.0
NK,ATL,BWI,0,1,0,0,2,2,0,69.0,76.0,0.0
UA,SFO,PHL,1,0,1,1,1,1,0,189.0,178.0,0.0
OO,COD,DEN,1,0,0,0,1,1,0,212.0,223.0,0.0
YX,EWR,GSP,0,0,1,1,9,6,0,294.0,318.0,0.0
UA,BNA,ORD,1,0,1,0,2,1,0,11.0,-13.0,
YX,JAX,PHL,0,0,0,1,2,0,0,-15.0,-11.0,
F9,TPA,DEN,0,1,1,0,4,0,0,-16.0,-79.0,
AA,DCA,MIA,0,1,1,1,5,4,0,255.0,310.0,0.0
B6,BOS,PHL,0,1,1,1,4,1,0,7.0,-1.0,0.0
B6,BOS,TPA,1,0,1,1,4,1,0,11.0,-26.0,0.0
G4,PIE,CHA,0,0,0,1,2,1,0,6.0,9.0,
WN,ICT,STL,0,1,0,0,4,1,0,15.0,-24.0,0.0
OH,DFW,JAN,0,1,0,1,2,1,0,120.0,108.0,0.0
YX,OMA,ORD,0,0,0,1,4,1,0,5.0,-43.0,0.0
YX,JFK,BTV,0,0,1,0,3,1,0,170.0,131.0,0.0
UA,SFO,OGG,1,1,1,1,2,1,0,19.0,-3.0,0.0
UA,SLC,ORD,0,1,0,1,4,2,0,7.0,35.0,0.0
B6,HPN,RSW,0,1,0,1,1,0,0,-1.0,-19.0,
WN,HOU,ABQ,0,0,1,0,28,14,1,474.0,229.0,1.0
NK,FLL,CLT,0,0,0,0,77,39,2,1070.0,697.0,64.0
WN,SJC,DEN,0,0,0,0,103,21,0,304.0,-454.0,0.0
DL,MSY,DTW,0,0,0,0,155,35,0,889.0,-137.0,0.0
UA,SRQ,EWR,0,0,0,0,271,37,0,481.0,-1975.0,0.0
AA,OMA,PHX,0,0,0,0,86,14,0,86.0,-778.0,0.0
AA,MSN,DFW,0,0,0,0,277,95,5,6515.0,4214.0,78.0
WN,OAK,OGG,0,0,0,0,172,79,0,1381.0,271.0,0.0
AS,BOI,SEA,0,0,0,0,51,20,1,152.0,160.0,6.0
WN,BOI,DEN,0,0,0,0,77,23,0,304.0,-97.0,0.0
WN,DAL,IAH,0,0,0,0,71,26,2,337.0,90.0,59.0
B6,SAT,JFK,0,1,0,0,27,7,0,151.0,-154.0,0.0
WN,AUS,SLC,0,0,0,0,135,52,0,679.0,72.0,0.0
AS,SEA,DEN,1,0,0,0,15,2,0,-53.0,-155.0,
UA,BOI,SFO,0,0,1,0,2,0,0,-14.0,-37.0,
DL,ATL,CLE,0,0,0,1,52,18,0,188.0,8.0,0.0
AA,RSW,CLT,0,0,1,0,46,20,4,1312.0,1186.0,87.0
WN,MDW,DEN,0,0,1,0,68,18,0,793.0,-56.0,0.0
AA,CLT,GRR,0,1,1,0,11,4,0,120.0,12.0,0.0
MQ,COU,ORD,0,0,0,1,13,7,2,450.0,471.0,301.0
WN,TPA,RDU,0,0,1,1,1,1,0,2.0,14.0,
G4,PGD,SBN,1,0,1,0,1,1,0,56.0,52.0,0.0
DL,MIA,DTW,0,0,1,0,17,7,0,658.0,497.0,0.0
DL,JFK,FLL,1,0,1,1,5,2,0,22.0,6.0,0.0
MQ,DFW,LEX,0,0,0,0,23,9,1,162.0,53.0,102.0
AA,CLT,RDU,0,0,0,0,463,165,8,8284.0,6693.0,181.0
DL,JFK,SFO,0,0,1,0,63,26,1,3811.0,3260.0,26.0
B6,JFK,SFO,1,0,1,0,35,12,0,191.0,-125.0,0.0
UA,IAD,STT,0,0,0,0,55,9,0,-120.0,-560.0,0.0
F9,MCO,SYR,0,0,0,1,10,0,0,-53.0,-142.0,
AA,DFW,FAT,1,0,1,0,14,8,4,1302.0,1189.0,172.0
WN,MDW,MCO,0,1,1,0,11,5,0,54.0,51.0,0.0
AS,ANC,KOA,0,1,0,0,5,2,0,77.0,33.0,0.0
AA,PHL,LAX,1,0,0,0,20,8,0,332.0,221.0,0.0
DL,MSN,MSP,0,0,0,0,153,21,0,35.0,-771.0,0.0
WN,KOA,OAK,1,1,0,1,1,0,0,0.0,-12.0,
AS,HNL,SJC,0,0,0,1,2,1,0,128.0,91.0,0.0
DL,JFK,TPA,1,1,1,0,8,5,1,364.0,396.0,312.0
DL,EGE,ATL,0,0,1,0,16,8,1,246.0,252.0,17.0
UA,MIA,IAH,0,1,1,0,5,4,0,237.0,205.0,0.0
AA,IND,MIA,0,0,1,0,24,10,1,520.0,450.0,41.0
MQ,ATL,ORD,0,0,1,1,4,3,1,1644.0,1638.0,9.0
AA,ORD,MIA,0,1,1,0,46,32,4,1108.0,1691.0,82.0
NK,FLL,ORD,1,1,0,0,4,2,1,91.0,49.0,39.0
9E,LGA,STL,0,1,1,0,22,7,0,1490.0,1137.0,0.0
AA,SFO,CLT,1,0,1,0,21,13,2,705.0,585.0,14.0
UA,SFO,SAN,0,0,1,0,52,19,0,800.0,676.0,0.0
OH,PHL,CVG,0,1,1,0,8,5,3,1159.0,1174.0,876.0
UA,SNA,EWR,0,1,0,0,19,5,0,8.0,-149.0,0.0
WN,SAN,SLC,0,0,1,0,6,4,0,46.0,40.0,0.0
WN,LAS,BUR,0,0,1,0,10,5,0,261.0,217.0,0.0
AA,FAT,DFW,0,0,1,1,1,1,0,29.0,36.0,0.0
UA,IAH,DFW,1,0,1,0,7,5,0,142.0,238.0,0.0
UA,SAT,IAH,0,1,1,1,7,4,1,663.0,704.0,460.0
F9,SEA,LAS,0,0,1,0,12,4,0,219.0,138.0,0.0
AS,LAX,PDX,0,0,1,0,12,3,0,-24.0,-38.0,0.0
WN,LAS,SAN,0,0,0,1,17,10,0,272.0,332.0,0.0
DL,DAL,ATL,0,0,0,1,34,11,0,255.0,199.0,0.0
OO,ORD,LEX,0,0,1,1,7,5,0,58.0,200.0,0.0
UA,IAH,SJU,0,1,1,0,16,7,0,1234.0,1187.0,0.0
WN,IND,LAS,0,0,1,0,46,14,0,597.0,59.0,0.0
DL,MSP,SJC,0,1,0,0,3,1,0,28.0,26.0,0.0
YX,EWR,BGR,0,0,0,0,49,17,0,37.0,124.0,0.0
AA,IND,CLT,0,0,0,1,23,11,0,137.0,243.0,0.0
MQ,GSP,CLT,0,0,1,0,5,3,0,-3.0,31.0,0.0
OO,SLC,FCA,0,0,1,0,25,7,0,-53.0,-144.0,0.0
YX,EWR,IAD,0,0,1,1,1,1,0,-8.0,12.0,
9E,ORH,LGA,0,0,0,1,3,0,0,-34.0,-55.0,
NK,DFW,MCO,0,0,1,0,18,11,0,916.0,756.0,0.0
NK,ORF,MCO,1,0,0,0,3,1,0,-11.0,-17.0,
WN,ATL,MEM,0,0,0,1,8,3,0,91.0,68.0,0.0
AA,DFW,RIC,0,1,0,0,17,7,0,321.0,209.0,0.0
WN,MDW,RSW,0,0,0,0,40,21,1,675.0,654.0,23.0
9E,DTW,ALB,0,0,1,1,6,2,0,24.0,12.0,0.0
DL,SDF,ATL,0,0,0,0,98,18,0,59.0,-513.0,0.0
UA,DEN,ATL,0,0,0,0,36,16,1,342.0,325.0,45.0
AA,DFW,DSM,0,0,1,1,2,1,0,72.0,68.0,0.0
DL,LGA,IAH,0,0,1,0,71,24,0,1683.0,948.0,0.0
WN,HNL,LIH,0,0,0,1,11,4,0,70.0,36.0,0.0
WN,MHT,MDW,0,0,1,0,16,6,0,257.0,166.0,0.0
WN,DAL,MSY,0,0,0,1,36,19,0,245.0,231.0,0.0
AA,DFW,MSY,0,0,0,1,25,13,2,625.0,499.0,11.0
DL,LGA,ORD,0,0,1,0,82,31,2,1526.0,701.0,222.0
NK,TPA,ATL,0,0,0,0,47,16,0,663.0,473.0,0.0
WN,MCO,CVG,0,0,0,0,28,5,0,-3.0,-235.0,0.0
WN,CHS,DAL,0,1,0,0,8,1,0,-14.0,-92.0,
UA,GRR,DEN,0,0,0,0,120,24,0,-282.0,-1135.0,0.0
YX,XNA,LGA,1,0,1,0,6,2,1,161.0,138.0,62.0
9E,DAY,LGA,1,0,0,1,2,0,0,-17.0,-39.0,
WN,BUF,MCO,1,0,1,0,16,7,0,358.0,288.0,0.0
MQ,ORD,MSN,1,0,0,0,3,2,1,21.0,39.0,29.0
OO,CID,ORD,0,1,0,0,24,11,0,10.0,-22.0,0.0
YX,IAD,SAV,0,1,0,0,2,1,0,6.0,13.0,0.0
WN,DTW,DEN,1,0,0,0,5,1,0,5.0,-99.0,
AS,SEA,ANC,0,0,0,1,123,68,2,965.0,609.0,26.0
DL,OKC,ATL,1,1,1,1,2,1,0,46.0,70.0,0.0
HA,LAX,HNL,1,1,1,0,3,3,0,74.0,116.0,0.0
AA,LAX,CLT,0,1,1,0,2,0,0,-7.0,-34.0,
UA,LAX,MCO,0,1,1,0,2,0,0,-7.0,-39.0,
WN,HDN,DEN,0,1,1,0,4,1,0,-7.0,-39.0,
WN,LGB,MCI,0,1,0,0,23,7,0,84.0,-101.0,0.0
AA,DFW,PBI,1,0,0,0,17,7,1,415.0,384.0,34.0
AA,DFW,DEN,0,0,1,1,6,4,0,277.0,346.0,0.0
DL,AUS,MSP,0,1,0,0,65,19,0,265.0,-67.0,0.0
DL,CHS,ATL,0,0,1,1,14,6,0,15.0,137.0,0.0
OH,CHS,CLT,0,0,1,1,8,4,0,86.0,70.0,0.0
WN,DAL,DEN,1,1,0,0,7,5,0,237.0,215.0,0.0
F9,MSY,DEN,1,0,0,0,2,1,1,5.0,16.0,3.0
AS,SEA,BOS,0,1,0,0,64,32,3,985.0,808.0,322.0
OO,MSP,MKE,0,0,1,0,2,1,1,132.0,152.0,137.0
DL,SAN,SLC,0,0,0,1,16,6,0,11.0,-55.0,0.0
UA,RSW,IAD,0,1,0,0,26,5,0,-77.0,-285.0,0.0
UA,DFW,IAH,0,0,0,1,21,8,0,234.0,183.0,0.0
WN,BWI,CVG,0,0,1,0,32,17,0,671.0,547.0,0.0
MQ,ACT,DFW,1,0,0,0,5,2,1,165.0,159.0,79.0
WN,HDN,DEN,0,0,0,1,7,5,0,293.0,291.0,0.0
OO,DEN,SLC,0,0,1,0,12,6,2,813.0,799.0,32.0
AA,BNA,LAX,0,0,0,0,31,11,0,668.0,520.0,0.0
YX,MSY,PHL,0,0,0,0,32,11,0,-41.0,-37.0,0.0
9E,JFK,RIC,0,0,0,0,45,10,0,-99.0,-203.0,0.0
AA,BDL,CLT,1,1,1,0,8,5,1,222.0,234.0,2.0
B6,HPN,FLL,0,1,1,0,17,8,1,604.0,574.0,101.0
AS,SEA,IAD,1,1,1,1,1,1,0,2.0,6.0,
UA,IAD,ATL,0,0,1,0,33,10,0,192.0,-4.0,0.0
NK,RNO,LAS,0,1,1,0,1,1,0,45.0,124.0,0.0
DL,CVG,LAX,0,1,0,1,1,0,0,6.0,-10.0,
B6,JFK,SJU,1,1,1,1,8,5,0,388.0,410.0,0.0
HA,OGG,SEA,1,0,0,0,17,13,1,266.0,239.0,25.0
MQ,MCI,DFW,1,0,0,0,12,3,0,-14.0,-79.0,0.0
OO,MSP,JFK,0,0,0,0,4,0,0,14.0,-28.0,
DL,SAT,JFK,0,0,0,0,51,13,1,156.0,-377.0,37.0
UA,ORD,SAN,1,0,0,0,23,6,0,154.0,-160.0,0.0
OO,BIL,SLC,0,0,0,1,5,2,0,-14.0,-15.0,
WN,DAL,MKE,0,1,0,0,16,8,0,259.0,139.0,0.0
AA,FLL,CLT,1,0,1,1,6,4,1,266.0,264.0,1.0
WN,FLL,CMH,0,0,0,1,2,0,0,-2.0,-38.0,
YX,CMH,DCA,1,0,1,1,3,1,0,1.0,-9.0,
AA,CLT,STT,0,1,0,0,67,34,0,856.0,710.0,0.0
F9,DEN,DCA,0,1,1,0,2,1,0,27.0,9.0,0.0
G4,SAV,EWR,0,0,0,0,6,3,0,135.0,139.0,0.0
OO,SCE,ORD,0,0,0,0,61,18,2,541.0,241.0,211.0
B6,EWR,FLL,1,0,1,0,13,11,1,1037.0,1235.0,171.0
G4,PIE,FNT,1,1,0,0,1,1,0,50.0,54.0,0.0
WN,BWI,MDW,1,0,0,0,4,3,0,182.0,122.0,0.0
YX,GRR,ORD,1,0,0,0,12,2,0,-70.0,-116.0,0.0
WN,CMH,TPA,1,0,1,0,5,3,0,414.0,370.0,0.0
NK,FLL,BDL,1,1,0,0,2,0,0,14.0,-20.0,
OO,OMA,LGA,0,1,0,0,6,2,0,-12.0,-11.0,0.0
OO,DFW,GRI,1,1,1,0,3,2,1,218.0,177.0,84.0
AA,CLT,SNA,0,1,1,0,5,2,1,74.0,54.0,13.0
UA,IAH,JAC,1,1,1,0,1,0,0,-4.0,-18.0,
NK,FLL,STT,0,0,0,0,31,10,0,76.0,-78.0,0.0
WN,OAK,BUR,1,0,0,0,80,19,0,385.0,-417.0,0.0
UA,IAH,ORD,1,0,1,0,32,18,2,1520.0,1246.0,159.0
AA,MCO,MIA,0,0,0,1,49,11,1,58.0,-291.0,2.0
