Year,Quarter,Month,DayOfWeek,Reporting_Airline,CancelledFlights,DivertedFlights,TotalFlights,DepartureDelayedFlights,ArrivalDelayedFlights,TotalDepDelay_gt_15M,TotalArrDelay_gt_15M,TotalDepDelay,TotalArrDelay,TotalDepDelayMinutes,TotalArrDelayMinutes,TotalCarrierDelay,TotalWeatherDelay,TotalNASDelay,TotalSecurityDelay,TotalLateAircraftDelay
2022,4,11,7,B6,20.0,10.0,328,1296.0,1402.0,107820.0,113412.0,103578.0,98639.0,111644.0,117128.0,42656.0,803.0,23966.0,148.0,45839.0
2021,2,6,4,9E,0.0,5.0,392,321.0,329.0,23516.0,22804.0,13977.0,-15391.0,25467.0,24638.0,8763.0,899.0,4293.0,0.0,8849.0
2021,3,9,3,YX,202.0,10.0,577,441.0,594.0,31414.0,36760.0,8894.0,-10496.0,33409.0,40442.0,10324.0,3024.0,13720.0,0.0,9692.0
2022,1,2,6,HA,0.0,0.0,70,113.0,118.0,4000.0,4035.0,3710.0,1167.0,5211.0,5142.0,2312.0,74.0,0.0,118.0,1531.0
2022,2,4,3,OO,125.0,27.0,1044,1142.0,1316.0,94423.0,99463.0,67094.0,36445.0,99874.0,107315.0,53417.0,6476.0,5818.0,260.0,33492.0
2022,3,8,7,B6,44.0,6.0,339,1071.0,1080.0,77345.0,77023.0,72669.0,59549.0,80784.0,80030.0,30498.0,3283.0,17837.0,318.0,25087.0
2023,4,11,2,HA,19.0,1.0,68,87.0,104.0,4695.0,5096.0,3289.0,3353.0,5807.0,6735.0,3444.0,42.0,55.0,23.0,1532.0
2023,2,6,6,9E,27.0,0.0,280,173.0,156.0,15077.0,15211.0,9736.0,-6418.0,16102.0,16246.0,4731.0,851.0,6311.0,0.0,3318.0
2024,3,7,6,F9,56.0,7.0,478,688.0,740.0,51694.0,53892.0,43800.0,38567.0,54121.0,56287.0,14615.0,559.0,10077.0,0.0,28641.0
2024,3,8,3,DL,53.0,29.0,877,1508.0,1361.0,99146.0,91809.0,64552.0,-25820.0,108143.0,99715.0,49434.0,4054.0,12965.0,17.0,25339.0
2024,3,8,7,NK,221.0,6.0,546,1064.0,1018.0,96303.0,95303.0,90824.0,75268.0,99250.0,98063.0,22888.0,3296.0,43909.0,307.0,24903.0
2024,3,8,6,G4,9.0,2.0,343,250.0,264.0,22080.0,23537.0,17071.0,15220.0,22935.0,24284.0,7967.0,3255.0,2584.0,4.0,9727.0
2020,1,1,4,WN,174.0,7.0,1290,2342.0,1819.0,96349.0,77286.0,81796.0,-90364.0,120923.0,93982.0,32521.0,1624.0,11656.0,136.0,31349.0
2020,4,11,3,DL,188.0,5.0,545,296.0,431.0,19597.0,22962.0,-5925.0,-22558.0,21820.0,28507.0,12734.0,258.0,5638.0,278.0,4054.0
2020,4,12,5,AA,8.0,2.0,511,413.0,495.0,30575.0,31512.0,10788.0,-23396.0,33572.0,36080.0,19569.0,203.0,5882.0,0.0,5858.0
2020,1,3,7,EV,370.0,4.0,284,104.0,123.0,6211.0,6498.0,-4907.0,-17060.0,6838.0,7505.0,2933.0,73.0,2291.0,0.0,1201.0
2020,3,8,5,F9,1.0,1.0,243,81.0,98.0,5165.0,5265.0,-2169.0,-9142.0,5671.0,5936.0,2429.0,171.0,1258.0,0.0,1407.0
2020,3,9,3,OH,40.0,2.0,259,124.0,156.0,7797.0,8117.0,-3910.0,-11050.0,8594.0,9767.0,2579.0,273.0,1476.0,47.0,3742.0
2021,1,3,3,UA,17.0,4.0,420,274.0,298.0,14400.0,14462.0,-2487.0,-29706.0,17203.0,17584.0,5599.0,675.0,4940.0,0.0,3248.0
2021,2,6,2,OO,37.0,30.0,1156,1628.0,1722.0,139066.0,137018.0,108463.0,57237.0,146690.0,148048.0,73867.0,15181.0,2700.0,91.0,45179.0
2021,3,7,6,UA,148.0,48.0,576,1705.0,1806.0,124038.0,127437.0,119485.0,100690.0,133698.0,136239.0,41127.0,11691.0,23103.0,112.0,51404.0
2021,3,8,5,MQ,9.0,9.0,422,464.0,541.0,28769.0,31201.0,20649.0,8638.0,31665.0,34691.0,10341.0,2323.0,6707.0,40.0,11790.0
2024,4,12,5,YX,42.0,4.0,501,750.0,930.0,48902.0,56591.0,38275.0,28915.0,51677.0,60144.0,13863.0,2551.0,19645.0,20.0,20512.0
2020,2,4,1,OO,1629.0,6.0,968,302.0,295.0,24390.0,22849.0,-453.0,-35798.0,25220.0,24409.0,15183.0,2060.0,1809.0,0.0,3797.0
2020,2,4,3,WN,7960.0,4.0,1279,250.0,244.0,10329.0,9055.0,-21493.0,-107983.0,13179.0,11867.0,5545.0,37.0,1935.0,224.0,1314.0
2023,2,4,6,AS,27.0,11.0,335,543.0,566.0,27807.0,28415.0,17743.0,7229.0,30887.0,31712.0,10221.0,892.0,7465.0,168.0,9669.0
2021,4,11,1,QX,14.0,9.0,185,204.0,221.0,11849.0,12106.0,9257.0,4786.0,13100.0,13625.0,3793.0,499.0,2292.0,49.0,5473.0
2023,1,1,4,OH,5.0,9.0,282,275.0,370.0,20849.0,23618.0,10936.0,6826.0,22157.0,25837.0,5347.0,3551.0,4893.0,16.0,9811.0
2023,1,2,6,UA,34.0,14.0,769,1458.0,1440.0,94016.0,88748.0,81261.0,31157.0,102917.0,96323.0,34906.0,1220.0,15777.0,0.0,36845.0
2020,2,5,6,OO,219.0,3.0,698,117.0,124.0,9234.0,8796.0,-10261.0,-42385.0,10025.0,10154.0,4974.0,897.0,1291.0,28.0,1606.0
2021,1,3,4,B6,20.0,5.0,341,226.0,219.0,10876.0,10155.0,2445.0,-12275.0,12866.0,12129.0,5686.0,8.0,2056.0,10.0,2395.0
2020,4,12,3,YV,74.0,12.0,261,263.0,330.0,22756.0,25148.0,17550.0,11206.0,23811.0,26889.0,6042.0,1136.0,10730.0,47.0,7193.0
2022,4,11,1,UA,13.0,9.0,667,947.0,922.0,58105.0,53477.0,37825.0,-20408.0,64813.0,58960.0,21010.0,112.0,9245.0,0.0,23110.0
2022,4,11,6,WN,108.0,34.0,1536,3442.0,2673.0,145988.0,118189.0,155186.0,47610.0,171394.0,135734.0,48159.0,613.0,13050.0,433.0,55934.0
2022,2,4,7,OO,144.0,18.0,1161,1255.0,1333.0,131699.0,131786.0,102984.0,61799.0,137028.0,139721.0,76481.0,15865.0,4789.0,98.0,34553.0
2022,2,5,1,QX,11.0,0.0,140,208.0,227.0,10042.0,10436.0,7255.0,5975.0,11437.0,12532.0,3734.0,53.0,1562.0,0.0,5087.0
2022,3,7,1,9E,357.0,19.0,311,573.0,593.0,68288.0,71338.0,62219.0,52892.0,69553.0,73221.0,20076.0,6322.0,21616.0,90.0,23234.0
2023,2,5,1,9E,9.0,2.0,261,263.0,250.0,18240.0,17212.0,8912.0,-15587.0,19898.0,18905.0,8348.0,2152.0,2088.0,41.0,4583.0
2023,3,7,4,YX,232.0,15.0,403,367.0,530.0,27131.0,33943.0,13296.0,2308.0,28843.0,36784.0,7013.0,3012.0,15932.0,17.0,7969.0
2024,4,10,2,MQ,8.0,1.0,460,310.0,296.0,18123.0,16325.0,5105.0,-23454.0,20367.0,18535.0,6138.0,1257.0,2385.0,32.0,6513.0
2024,4,10,2,AA,94.0,7.0,868,1652.0,1562.0,113662.0,103170.0,72447.0,-37106.0,125259.0,114056.0,49755.0,1524.0,11819.0,256.0,39816.0
2024,2,4,4,F9,54.0,2.0,478,833.0,850.0,77313.0,76898.0,72018.0,62240.0,79544.0,79160.0,17936.0,330.0,12773.0,0.0,45859.0
2024,2,6,3,WN,159.0,61.0,1436,5032.0,4427.0,276076.0,254409.0,282647.0,191506.0,303446.0,275030.0,65631.0,12196.0,40497.0,692.0,135393.0
2024,3,7,7,AA,253.0,81.0,861,4882.0,4895.0,501768.0,496082.0,492264.0,440946.0,512327.0,506497.0,135010.0,26863.0,49166.0,570.0,284473.0
2024,3,7,4,NK,181.0,6.0,529,1074.0,1070.0,88027.0,90046.0,83142.0,69909.0,90975.0,92536.0,25890.0,2645.0,33770.0,135.0,27606.0
2024,3,8,5,AS,35.0,5.0,320,1010.0,1139.0,50053.0,55131.0,42300.0,38137.0,54815.0,60552.0,13288.0,3788.0,15395.0,239.0,22421.0
2024,3,8,6,WN,119.0,50.0,1674,3422.0,2948.0,188127.0,171437.0,179877.0,63312.0,211742.0,187730.0,54820.0,6840.0,30495.0,1146.0,78136.0
2020,4,10,7,OO,246.0,14.0,899,650.0,848.0,59051.0,64721.0,32352.0,2923.0,62205.0,70315.0,41131.0,9287.0,1027.0,143.0,13133.0
2020,3,9,4,9E,3.0,0.0,248,110.0,100.0,7835.0,7210.0,-3890.0,-21374.0,8303.0,8405.0,5479.0,198.0,378.0,0.0,1155.0
2021,1,1,1,B6,4.0,4.0,310,223.0,287.0,16688.0,18533.0,10749.0,9776.0,17778.0,20303.0,6408.0,133.0,7325.0,38.0,4629.0
2021,1,1,4,OO,22.0,25.0,870,455.0,471.0,58068.0,53937.0,21163.0,-43433.0,59782.0,57783.0,30404.0,14617.0,81.0,468.0,8367.0
2021,4,12,4,MQ,28.0,8.0,444,517.0,481.0,26662.0,24718.0,17984.0,-9582.0,30359.0,28894.0,10250.0,1304.0,3674.0,2.0,9488.0
2021,1,2,5,9E,37.0,3.0,254,229.0,255.0,20059.0,20218.0,10542.0,-12634.0,21140.0,21977.0,6787.0,2402.0,2615.0,43.0,8371.0
2021,3,9,1,UA,25.0,13.0,633,840.0,871.0,50363.0,48803.0,36326.0,-7113.0,57011.0,53832.0,21226.0,2707.0,9935.0,42.0,14893.0
2024,3,9,3,MQ,31.0,1.0,404,297.0,370.0,15160.0,17228.0,5486.0,-6796.0,17056.0,20171.0,4946.0,1318.0,4909.0,34.0,6021.0
2023,2,5,5,OO,101.0,25.0,962,935.0,1078.0,70521.0,74255.0,45759.0,15846.0,75498.0,81437.0,37218.0,8434.0,9516.0,59.0,19028.0
2023,2,6,6,OH,57.0,6.0,304,465.0,501.0,50115.0,49832.0,42995.0,34830.0,51782.0,51969.0,15812.0,3050.0,4601.0,27.0,26342.0
2022,2,6,2,WN,44.0,12.0,1322,3933.0,3132.0,164001.0,134676.0,168146.0,62272.0,190385.0,155403.0,55975.0,789.0,16457.0,224.0,61231.0
2022,2,6,5,B6,131.0,11.0,355,1075.0,1023.0,81973.0,77971.0,79162.0,61200.0,85485.0,80907.0,34142.0,2936.0,12019.0,297.0,28577.0
2022,4,10,3,AS,11.0,5.0,304,287.0,325.0,13095.0,13933.0,3928.0,-7103.0,15556.0,16594.0,5109.0,134.0,4214.0,60.0,4416.0
2021,2,5,3,YV,5.0,1.0,237,201.0,211.0,18438.0,17910.0,13521.0,2804.0,19334.0,19171.0,7435.0,2289.0,2443.0,1.0,5742.0
2020,2,5,3,G4,714.0,1.0,260,5.0,5.0,274.0,270.0,-20.0,-96.0,344.0,342.0,29.0,0.0,190.0,0.0,51.0
2022,1,1,6,UA,656.0,23.0,645,1481.0,1283.0,107845.0,103051.0,100007.0,48315.0,115796.0,107965.0,49299.0,4168.0,16135.0,0.0,33449.0
2022,3,9,7,YV,8.0,4.0,220,212.0,210.0,15723.0,15582.0,12614.0,4530.0,16648.0,16571.0,5359.0,1073.0,2574.0,101.0,6475.0
2023,4,10,2,AS,12.0,5.0,287,297.0,338.0,15960.0,16521.0,1023.0,-14242.0,18486.0,19423.0,7504.0,266.0,4036.0,63.0,4652.0
2023,4,10,4,G4,4.0,12.0,448,496.0,551.0,36241.0,39368.0,30573.0,30396.0,38408.0,41751.0,11886.0,2947.0,7716.0,25.0,16794.0
2023,4,10,7,HA,22.0,0.0,68,207.0,240.0,9705.0,10894.0,9922.0,9503.0,12005.0,13062.0,5860.0,4.0,1111.0,0.0,3919.0
2023,4,10,3,UA,7.0,12.0,732,902.0,1002.0,60067.0,59008.0,30154.0,-29627.0,66744.0,66581.0,21997.0,1103.0,11814.0,0.0,23863.0
2023,4,11,4,DL,0.0,8.0,854,996.0,940.0,56844.0,50847.0,20830.0,-98006.0,67571.0,59522.0,31526.0,885.0,7593.0,66.0,10777.0
2023,2,6,1,B6,190.0,30.0,366,1087.0,1049.0,110506.0,108144.0,105341.0,84825.0,113594.0,110613.0,34794.0,5295.0,26425.0,90.0,41540.0
2023,3,8,7,AS,7.0,8.0,315,599.0,704.0,29887.0,33109.0,21729.0,12977.0,33600.0,36931.0,8662.0,937.0,8843.0,279.0,14388.0
2023,3,8,6,G4,10.0,3.0,335,194.0,235.0,15236.0,18177.0,10545.0,12062.0,15967.0,19121.0,3645.0,5113.0,3425.0,0.0,5994.0
2023,3,8,1,WN,525.0,29.0,1378,4513.0,4148.0,226155.0,215307.0,228313.0,151392.0,252800.0,236785.0,58412.0,8629.0,40758.0,377.0,107131.0
2023,3,8,6,WN,107.0,22.0,1574,3435.0,2872.0,141731.0,126607.0,141559.0,59939.0,165560.0,146228.0,42675.0,3934.0,20061.0,648.0,59289.0
2024,4,10,1,YX,4.0,0.0,422,359.0,499.0,22787.0,28562.0,5107.0,-10731.0,24418.0,31378.0,5768.0,578.0,12846.0,0.0,9370.0
2024,4,10,3,MQ,43.0,2.0,460,358.0,379.0,22402.0,22058.0,9875.0,-15954.0,24834.0,24772.0,10250.0,1287.0,4049.0,43.0,6429.0
2024,1,2,3,B6,7.0,4.0,329,612.0,608.0,40337.0,38773.0,31359.0,12463.0,42748.0,41534.0,16046.0,132.0,7492.0,32.0,15071.0
2024,2,5,4,MQ,287.0,22.0,483,1475.0,1635.0,137187.0,151392.0,133308.0,139413.0,140567.0,155617.0,21859.0,28849.0,31376.0,83.0,69225.0
2020,4,11,2,YX,1.0,2.0,431,71.0,102.0,5007.0,5666.0,-5668.0,-21061.0,5420.0,6692.0,3473.0,257.0,1674.0,0.0,262.0
2020,3,7,3,EV,1.0,2.0,58,19.0,45.0,1062.0,1910.0,-2227.0,-1093.0,1194.0,2319.0,498.0,5.0,1042.0,0.0,365.0
2020,3,7,2,OH,13.0,10.0,246,152.0,186.0,22481.0,26158.0,15963.0,13250.0,23150.0,27144.0,3092.0,11145.0,5121.0,59.0,6741.0
2021,1,2,4,MQ,297.0,7.0,316,382.0,584.0,24592.0,34137.0,18382.0,19593.0,26124.0,36526.0,4491.0,6705.0,14201.0,3.0,8737.0
2021,3,9,4,OO,60.0,19.0,1117,1366.0,1553.0,104184.0,106653.0,65399.0,20729.0,111391.0,118518.0,56949.0,7850.0,7932.0,81.0,33841.0
2020,2,4,7,OO,1677.0,6.0,970,168.0,220.0,16220.0,17113.0,-9557.0,-42861.0,16995.0,18353.0,10507.0,2063.0,3074.0,0.0,1469.0
2024,2,4,6,YX,0.0,1.0,385,162.0,185.0,10275.0,10162.0,-2407.0,-24189.0,11377.0,11561.0,3866.0,125.0,3126.0,14.0,3031.0
2021,3,8,3,YV,57.0,11.0,281,462.0,558.0,41692.0,45353.0,37283.0,33422.0,43261.0,47161.0,12809.0,10084.0,6523.0,2.0,15935.0
2020,2,6,7,YX,3.0,0.0,236,48.0,50.0,3577.0,3432.0,-4153.0,-16731.0,3800.0,3769.0,1618.0,394.0,739.0,0.0,681.0
2020,2,6,1,HA,0.0,0.0,14,26.0,26.0,662.0,618.0,143.0,-565.0,1045.0,937.0,306.0,0.0,0.0,70.0,242.0
2022,1,2,7,UA,19.0,4.0,666,1342.0,1091.0,71837.0,61587.0,68206.0,10401.0,81870.0,68361.0,22737.0,1481.0,10444.0,0.0,26925.0
2021,1,1,4,YV,9.0,1.0,208,64.0,71.0,6909.0,6575.0,-1484.0,-15230.0,7272.0,7443.0,4451.0,14.0,1028.0,0.0,1082.0
2022,4,12,1,OO,110.0,31.0,1021,1320.0,1472.0,110646.0,113376.0,95702.0,71795.0,116976.0,121133.0,63705.0,22741.0,1875.0,0.0,25055.0
2022,2,6,1,DL,421.0,28.0,768,2486.0,2259.0,168324.0,154035.0,157665.0,78782.0,179373.0,163015.0,70381.0,13156.0,22928.0,76.0,47494.0
2022,3,7,6,NK,8.0,10.0,408,701.0,694.0,43482.0,42679.0,37543.0,16597.0,46668.0,45447.0,9845.0,2659.0,19040.0,231.0,10904.0
2022,3,8,4,AA,651.0,21.0,818,2447.0,2500.0,190041.0,190712.0,176058.0,134886.0,200483.0,201655.0,76154.0,12665.0,30347.0,847.0,70699.0
2023,4,12,7,OO,53.0,34.0,1121,1394.0,1479.0,134267.0,130947.0,102692.0,47965.0,139816.0,138086.0,55777.0,33024.0,15416.0,54.0,26676.0
2023,4,12,4,F9,0.0,1.0,396,457.0,452.0,32874.0,30699.0,25706.0,11273.0,34823.0,32698.0,10293.0,63.0,4134.0,0.0,16209.0
2023,2,5,1,AA,85.0,13.0,834,3323.0,3209.0,302085.0,290797.0,279055.0,191438.0,315126.0,303906.0,109971.0,6183.0,28256.0,704.0,145683.0
2023,3,7,4,WN,226.0,60.0,1378,5305.0,4879.0,268087.0,255840.0,278066.0,208926.0,298655.0,280552.0,69918.0,3756.0,45841.0,258.0,136067.0
2023,3,8,7,DL,373.0,85.0,857,2324.0,2139.0,200004.0,194890.0,182770.0,91965.0,212063.0,204093.0,83344.0,19003.0,36453.0,59.0,56031.0
2024,4,12,4,HA,3.0,2.0,76,175.0,216.0,7371.0,8787.0,6514.0,6800.0,8774.0,10331.0,4162.0,702.0,125.0,172.0,3626.0
2024,1,2,1,OH,9.0,6.0,302,321.0,341.0,25237.0,24822.0,14719.0,2274.0,26768.0,26977.0,7082.0,217.0,3039.0,45.0,14439.0
2024,2,5,4,NK,61.0,16.0,513,1122.0,1107.0,91647.0,91600.0,84210.0,65921.0,95418.0,95235.0,20978.0,3161.0,47310.0,151.0,20000.0
2024,3,7,7,MQ,84.0,19.0,420,1035.0,1167.0,79558.0,84700.0,75205.0,69505.0,83130.0,88398.0,15506.0,8128.0,16473.0,106.0,44487.0
2024,3,8,4,NK,107.0,24.0,547,1402.0,1396.0,106012.0,108077.0,99730.0,85791.0,110270.0,112297.0,21844.0,4359.0,53634.0,290.0,27950.0
2020,1,1,2,NK,2.0,5.0,360,170.0,162.0,11545.0,10871.0,4622.0,-12354.0,12670.0,11986.0,2866.0,431.0,4526.0,53.0,2995.0
2020,4,10,2,AA,0.0,2.0,464,422.0,427.0,25788.0,24414.0,8447.0,-22484.0,28689.0,28827.0,14352.0,282.0,4030.0,243.0,5507.0
2020,4,11,2,B6,10.0,0.0,245,63.0,65.0,3596.0,3708.0,-3610.0,-7709.0,4025.0,4491.0,2458.0,50.0,618.0,8.0,574.0
2021,1,2,6,NK,0.0,5.0,271,157.0,216.0,7453.0,9475.0,3134.0,-1351.0,8469.0,10897.0,1803.0,605.0,4594.0,93.0,2380.0
2021,1,3,3,YV,56.0,6.0,252,263.0,309.0,20055.0,21578.0,12713.0,84.0,21006.0,22939.0,5028.0,2607.0,8599.0,0.0,5344.0
2024,3,9,7,B6,2.0,6.0,308,641.0,629.0,40670.0,39196.0,31125.0,9146.0,43995.0,42504.0,20856.0,492.0,6071.0,16.0,11761.0
2023,1,3,6,YX,63.0,11.0,406,321.0,415.0,20671.0,23112.0,9787.0,-4775.0,22125.0,25558.0,8658.0,1622.0,5858.0,0.0,6974.0
2023,2,6,1,UA,546.0,46.0,759,2498.0,2421.0,231394.0,223540.0,222506.0,173998.0,240963.0,231943.0,84029.0,14241.0,42600.0,0.0,82670.0
2020,1,2,2,UA,7.0,10.0,598,761.0,812.0,51294.0,50941.0,24195.0,-24990.0,55209.0,56103.0,12998.0,729.0,14612.0,0.0,22602.0
2020,1,2,3,UA,11.0,6.0,599,749.0,950.0,51161.0,55362.0,25847.0,-13332.0,55383.0,61568.0,13269.0,1159.0,19111.0,0.0,21823.0
2021,4,10,7,B6,8.0,18.0,387,977.0,905.0,59372.0,54970.0,53813.0,32535.0,63375.0,58743.0,29678.0,78.0,7434.0,250.0,17530.0
2023,2,4,2,HA,10.0,3.0,70,177.0,248.0,8290.0,10569.0,7951.0,10120.0,9950.0,12259.0,5363.0,2.0,2092.0,0.0,3112.0
2021,4,12,6,B6,95.0,19.0,390,745.0,755.0,48497.0,47949.0,44169.0,35024.0,51349.0,50728.0,23076.0,1533.0,7707.0,274.0,15359.0
2022,1,1,4,AS,182.0,8.0,275,439.0,528.0,27386.0,31850.0,18952.0,17122.0,29447.0,34260.0,11026.0,1464.0,8893.0,92.0,10375.0
2020,2,6,4,EV,2.0,0.0,54,36.0,62.0,2077.0,3092.0,57.0,1072.0,2189.0,3436.0,212.0,156.0,2120.0,0.0,604.0
2022,1,2,5,MQ,351.0,7.0,405,808.0,824.0,53226.0,54267.0,49186.0,37075.0,56036.0,57358.0,17775.0,5356.0,8723.0,82.0,22331.0
2020,2,5,2,DL,5.0,2.0,319,65.0,68.0,4558.0,4459.0,-4846.0,-15846.0,5435.0,6252.0,3093.0,522.0,614.0,0.0,230.0
2020,2,5,3,OH,9.0,0.0,182,68.0,54.0,4763.0,4090.0,-1552.0,-13892.0,5101.0,4611.0,1890.0,206.0,302.0,28.0,1664.0
2021,2,4,2,OO,3.0,15.0,856,488.0,561.0,36842.0,37776.0,6520.0,-45947.0,39473.0,41914.0,27341.0,5422.0,899.0,104.0,4010.0
2020,3,8,3,YX,18.0,3.0,318,76.0,102.0,4224.0,4827.0,-7810.0,-24963.0,4673.0,5734.0,1690.0,528.0,2239.0,0.0,370.0
2022,1,1,1,YX,453.0,16.0,468,895.0,1056.0,60498.0,67434.0,45169.0,32473.0,63440.0,72135.0,24916.0,2873.0,16937.0,59.0,22649.0
2022,1,3,6,OO,41.0,19.0,1049,1312.0,1480.0,114168.0,118344.0,95159.0,57549.0,121158.0,125486.0,61379.0,17225.0,1393.0,1200.0,37147.0
2022,1,3,3,F9,22.0,7.0,349,451.0,494.0,28378.0,30257.0,23576.0,17937.0,30387.0,32141.0,9664.0,829.0,8916.0,0.0,10848.0
2022,2,6,6,F9,17.0,4.0,334,522.0,518.0,36065.0,35723.0,33111.0,27480.0,37717.0,37351.0,13465.0,619.0,8948.0,0.0,12691.0
2022,3,7,1,YX,500.0,29.0,403,797.0,900.0,81877.0,89779.0,71181.0,65615.0,83539.0,92359.0,17710.0,10143.0,27637.0,0.0,34289.0
2022,3,9,3,MQ,87.0,3.0,364,232.0,258.0,13224.0,14829.0,4070.0,-3624.0,14522.0,16979.0,4361.0,1039.0,4019.0,44.0,5366.0
2023,4,11,2,AA,2.0,9.0,795,1367.0,1514.0,111515.0,111750.0,84090.0,22601.0,119886.0,121994.0,51631.0,4713.0,16466.0,395.0,38545.0
2023,3,8,4,G4,15.0,9.0,514,554.0,577.0,36145.0,38245.0,29833.0,28891.0,38772.0,41207.0,14239.0,2631.0,7197.0,134.0,14044.0
2024,4,10,6,9E,0.0,1.0,233,89.0,91.0,6074.0,5732.0,-1537.0,-13520.0,6615.0,6398.0,3727.0,393.0,721.0,0.0,891.0
2024,1,2,4,AA,8.0,13.0,852,2142.0,2286.0,148669.0,148609.0,118601.0,41057.0,161498.0,163548.0,56500.0,1949.0,21633.0,118.0,68409.0
2024,1,3,2,AA,8.0,15.0,837,1919.0,1894.0,152227.0,143597.0,125787.0,49826.0,161611.0,153723.0,54556.0,607.0,13698.0,256.0,74480.0
2024,1,3,4,DL,2.0,34.0,858,1731.0,1788.0,119185.0,120293.0,94328.0,24985.0,129294.0,131039.0,55712.0,2550.0,24917.0,0.0,37114.0
2024,3,7,3,WN,73.0,72.0,1480,5861.0,5318.0,310610.0,295403.0,315576.0,208260.0,344874.0,321313.0,83073.0,7301.0,53038.0,314.0,151677.0
2020,4,11,7,DL,29.0,15.0,550,535.0,863.0,32277.0,41035.0,-1710.0,-12892.0,36183.0,51257.0,19652.0,1287.0,12259.0,251.0,7586.0
2020,4,12,2,B6,4.0,2.0,285,141.0,191.0,6073.0,7372.0,-2921.0,-6787.0,7207.0,8929.0,4064.0,28.0,2139.0,43.0,1098.0
2020,3,7,1,YX,44.0,11.0,390,143.0,169.0,12552.0,13775.0,-1473.0,-19932.0,12979.0,14632.0,2319.0,2772.0,5584.0,0.0,3100.0
2020,3,7,7,OO,32.0,18.0,864,525.0,593.0,47791.0,49335.0,25402.0,3584.0,49948.0,53601.0,33193.0,3222.0,1781.0,40.0,11099.0
2020,3,7,2,F9,1.0,0.0,116,33.0,35.0,1461.0,1427.0,-2558.0,-5640.0,1601.0,1709.0,649.0,39.0,521.0,0.0,218.0
2020,3,7,2,HA,0.0,0.0,26,11.0,14.0,426.0,481.0,-1356.0,-1457.0,617.0,753.0,406.0,0.0,0.0,0.0,75.0
2020,3,8,4,G4,72.0,12.0,514,262.0,277.0,18092.0,18531.0,7907.0,3866.0,18919.0,19524.0,5215.0,3007.0,3342.0,0.0,6967.0
2020,3,9,1,F9,3.0,0.0,259,82.0,79.0,3852.0,3628.0,-4074.0,-14078.0,4362.0,4186.0,1073.0,476.0,1077.0,0.0,1002.0
2021,1,2,7,OO,323.0,34.0,982,1167.0,1369.0,131137.0,135658.0,109594.0,76365.0,135072.0,141769.0,76096.0,31831.0,6072.0,69.0,21590.0
2021,2,5,7,OH,8.0,3.0,312,241.0,259.0,19552.0,18402.0,3865.0,-13950.0,20955.0,21016.0,8002.0,129.0,1776.0,54.0,8441.0
2021,2,6,2,QX,51.0,1.0,204,254.0,269.0,13172.0,13097.0,10551.0,5582.0,15191.0,15588.0,5340.0,522.0,1602.0,13.0,5620.0
2021,2,6,1,DL,0.0,21.0,676,1443.0,1342.0,84436.0,79532.0,77137.0,13641.0,95913.0,89225.0,35404.0,5023.0,19093.0,381.0,19631.0
2022,2,6,2,AS,12.0,3.0,282,319.0,339.0,14192.0,14541.0,6610.0,-1181.0,17101.0,18009.0,6269.0,193.0,4305.0,28.0,3746.0
2022,2,6,3,AS,8.0,15.0,286,461.0,544.0,23431.0,26086.0,14905.0,8936.0,26825.0,30012.0,8297.0,1783.0,8214.0,198.0,7594.0
2020,1,2,7,OO,152.0,34.0,1210,1479.0,1450.0,147240.0,137050.0,117221.0,29169.0,152116.0,142531.0,69699.0,27297.0,30405.0,1223.0,8426.0
2022,1,3,6,9E,18.0,3.0,275,295.0,396.0,23836.0,28152.0,18121.0,11289.0,24937.0,29761.0,8782.0,2284.0,6685.0,0.0,10401.0
2023,4,11,7,OO,18.0,15.0,1024,1295.0,1415.0,107901.0,110830.0,79564.0,39781.0,112905.0,117970.0,48215.0,15090.0,17264.0,28.0,30233.0
2021,4,12,1,YV,106.0,3.0,300,423.0,393.0,45887.0,42873.0,44681.0,31956.0,47746.0,44439.0,23244.0,361.0,1715.0,1050.0,16503.0
2021,4,11,3,9E,0.0,1.0,380,115.0,152.0,9136.0,9659.0,-2992.0,-24932.0,10090.0,11279.0,5400.0,470.0,1710.0,0.0,2079.0
2022,1,1,2,AS,100.0,4.0,262,349.0,382.0,17225.0,18535.0,9106.0,2734.0,19198.0,20462.0,8039.0,371.0,4325.0,42.0,5758.0
2020,2,6,7,9E,15.0,0.0,228,54.0,71.0,5126.0,5528.0,-1632.0,-8249.0,5417.0,6076.0,3220.0,801.0,711.0,0.0,796.0
2021,2,5,3,B6,1.0,7.0,283,275.0,252.0,14656.0,13745.0,9093.0,-5166.0,16698.0,15775.0,6471.0,1141.0,3613.0,57.0,2463.0
2020,2,5,4,HA,0.0,0.0,14,7.0,7.0,312.0,234.0,-602.0,-1574.0,388.0,258.0,180.0,0.0,0.0,0.0,54.0
2022,4,11,6,HA,7.0,1.0,70,178.0,223.0,8981.0,10150.0,8676.0,9470.0,10522.0,11779.0,5892.0,0.0,649.0,0.0,3609.0
2022,4,12,3,NK,50.0,0.0,405,733.0,730.0,50345.0,48092.0,46798.0,34478.0,53359.0,51165.0,20636.0,252.0,11435.0,402.0,15367.0
2022,1,2,1,DL,0.0,7.0,730,1216.0,1120.0,84591.0,77318.0,67719.0,-18490.0,93914.0,85120.0,43052.0,4819.0,9770.0,289.0,19388.0
